モデル名,画数,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6(終点),y6,x7,y7,x8,y8,x9,y9,x10,y10
eimodel,5,350,270,308,225,282,180,475,205,402,160,402,244,350,45,275,73,414,153,488,71
